Id,SalePrice
1461,121661.15937476154
1462,136726.68166721496
1463,197306.9049705657
1464,198447.43816179302
1465,186038.21940188998
1466,170894.77489069093
1467,169167.7646104289
1468,159659.53854226694
1469,173629.90213800978
1470,128071.97388564852
1471,200444.2810001034
1472,128333.39708658846
1473,117979.6219587545
1474,158969.48188569117
1475,123346.20132016198
1476,386350.3043794329
1477,229470.9644163254
1478,261079.55771177128
1479,241645.15327708572
1480,524150.45708559785
1481,268931.4472476327
1482,216471.4531166046
1483,150341.5759252066
1484,159592.58303038316
1485,183082.73436196195
1486,197790.17072129718
1487,251216.72843338735
1488,230354.37415563286
1489,185261.9381409864
1490,243927.73311939187
1491,182755.87556763354
1492,94030.31143640536
1493,179300.4328110054
1494,261307.23518707365
1495,326810.592246418
1496,254339.9679724966
1497,165797.23652986196
1498,162122.4508820399
1499,162358.09166575677
1500,149743.53594650884
1501,167216.72051107697
1502,159379.20524783243
1503,266679.2171354919
1504,223587.33560506933
1505,228114.4442423111
1506,169611.2541996672
1507,241429.33129697698
1508,199609.9555813831
1509,169047.73011101008
1510,150926.95645102247
1511,145824.1109343806
1512,147162.0092201966
1513,150118.06112866203
1514,232060.78535881056
1515,210374.2231858643
1516,168256.71478122578
1517,147299.63372887476
1518,117451.94430006534
1519,235622.42465174446
1520,123609.75526783968
1521,125194.77905387925
1522,184255.0714897954
1523,103736.82711467688
1524,120823.80203540086
1525,128834.58768066425
1526,107047.1957717991
1527,115813.45453077268
1528,146575.6367020561
1529,148835.79602971274
1530,177027.50847938977
1531,141767.10799217518
1532,112783.7553358504
1533,142208.88231482738
1534,129686.6108425472
1535,172894.39394000277
1536,127857.33912752217
1537,87893.03469552966
1538,162471.15597877017
1539,242065.96241663472
1540,71529.74947694263
1541,169518.21802640564
1542,165921.55818750014
1543,220168.74727838894
1544,85391.12445940873
1545,117106.44630134312
1546,143552.19026011816
1547,145416.7050991907
1548,134975.25880777236
1549,139595.2303221729
1550,152676.469503523
1551,119593.061725596
1552,148965.79828760272
1553,160596.777775666
1554,129176.18161285583
1555,166587.1293284563
1556,98981.43448593501
1557,118781.46951564547
1558,111099.72605455056
1559,123475.08067019186
1560,151790.38215107712
1561,128377.06840854447
1562,123454.72445221977
1563,120685.06004574533
1564,172630.5814240294
1565,157032.39550297632
