,Id,SalePrice
0,1461,117822.02435575047
1,1462,148557.32727398182
2,1463,182610.65787471613
3,1464,185517.33131637145
4,1465,194119.05498963784
5,1466,175686.3357012533
6,1467,159466.00569010316
7,1468,167710.64728234414
8,1469,187308.18121906833
9,1470,121107.12231553847
10,1471,196494.45144179533
11,1472,102958.45551014089
12,1473,103870.48557427769
13,1474,152079.35514209708
14,1475,125249.70785097068
15,1476,372769.0727130539
16,1477,217151.20850591044
17,1478,260684.35245787454
18,1479,241378.8746738577
19,1480,478763.10480390786
20,1481,289594.2970607567
21,1482,211607.09517821905
22,1483,156897.93969881922
23,1484,172888.03193442945
24,1485,170760.75701507597
25,1486,190151.55628227373
26,1487,291494.29182203184
27,1488,224703.92177591228
28,1489,184080.90964318567
29,1490,236137.7901923347
30,1491,180401.52901735963
31,1492,107270.01721856013
32,1493,179492.9843419993
33,1494,274711.3977899322
34,1495,318546.73519054067
35,1496,215633.33802376318
36,1497,167709.79351235196
37,1498,160879.5451225434
38,1499,153415.35713356966
39,1500,141131.12958686735
40,1501,162509.63087851123
41,1502,154186.52400942065
42,1503,265045.93019618903
43,1504,221370.4057384812
44,1505,215372.6271987577
45,1506,180386.29310878864
46,1507,257793.4228838782
47,1508,203025.58613861154
48,1509,168301.23217522088
49,1510,148189.54451322978
50,1511,138353.73613950136
51,1512,153346.52592976988
52,1513,158714.0092207049
53,1514,175713.15812398723
54,1515,212016.46745060186
55,1516,170286.23524389218
56,1517,150382.94296700033
57,1518,131406.9924425947
58,1519,227044.28909849605
59,1520,130996.63781516341
60,1521,131321.26229295734
61,1522,178600.6777078672
62,1523,103232.86665917345
63,1524,122376.31966857673
64,1525,129033.72386452301
65,1526,114122.01739295591
66,1527,103057.53162762511
67,1528,131527.1011053997
68,1529,137051.72145246906
69,1530,176342.71264646537
70,1531,132065.14602336742
71,1532,111336.63739412314
72,1533,149614.3146570908
73,1534,115644.74346891085
74,1535,159169.40877893413
75,1536,116931.08130995928
76,1537,91509.60499036654
77,1538,170079.97224920234
78,1539,208087.5259012254
79,1540,90685.57590561328
80,1541,148828.50565331537
81,1542,152535.78969637243
82,1543,201800.862489674
83,1544,94162.52131389231
84,1545,106149.18390108114
85,1546,140680.6316504166
86,1547,141991.95830932376
87,1548,134678.66472993072
88,1549,112429.40717741629
89,1550,156549.62686844278
90,1551,121104.0572197684
91,1552,136440.50684372062
92,1553,118974.48074440396
93,1554,107501.43477693015
94,1555,170493.2587678068
95,1556,96181.68588403326
96,1557,104058.73430225476
97,1558,89838.80940216061
98,1559,108764.00206849638
99,1560,141607.65118121315
100,1561,149597.75674940977
101,1562,121639.87816021923
102,1563,116287.6868866144
103,1564,158014.19101351188
104,1565,148366.17040026974
105,1566,213547.03108789594
106,1567,89040.67814738104
107,1568,245908.74728026128
108,1569,139927.1525111315
109,1570,118646.70879356445
110,1571,132937.58960951847
111,1572,133816.47044132336
112,1573,249895.80595433092
113,1574,135304.7987542667
114,1575,254964.4996825088
115,1576,219459.44014998496
116,1577,178967.49120817348
117,1578,131901.4802087008
118,1579,149993.1722380079
119,1580,200395.78735112297
120,1581,124760.84875580126
121,1582,126374.75416025898
122,1583,247149.59221122423
123,1584,224885.1787341153
124,1585,142617.40463394995
125,1586,73307.91514111277
126,1587,103639.21089985772
127,1588,140012.15292665546
128,1589,98295.66653656814
129,1590,140071.10447112325
130,1591,93844.88189769856
131,1592,133016.81636522894
132,1593,130418.3253838983
133,1594,135487.78352629207
134,1595,124299.5104157568
135,1596,226654.50167754918
136,1597,163668.11464973
137,1598,181074.41999331673
138,1599,211972.86952289843
139,1600,190620.1765866823
140,1601,73790.84776553728
141,1602,111014.67484652346
142,1603,84622.3047844141
143,1604,286351.69366652984
144,1605,245771.38110072876
145,1606,152514.9363870615
146,1607,162211.96345878943
147,1608,187188.10389454255
148,1609,175145.6479284392
149,1610,155306.57540951183
150,1611,135105.70114438818
151,1612,158841.4670218511
152,1613,155005.80963291254
153,1614,135031.53766634714
154,1615,82579.0859629487
155,1616,77863.02461690511
156,1617,95500.62547861128
157,1618,119551.69572228986
158,1619,123875.83185857943
159,1620,151310.14234685438
160,1621,138985.4124911077
161,1622,138435.29632902838
162,1623,285825.3462077199
163,1624,226303.9039032168
164,1625,116830.87128188537
165,1626,176068.47177924783
166,1627,191228.67205978656
167,1628,328407.5686895322
168,1629,188959.018652035
169,1630,277618.40551281365
170,1631,214382.05923834234
171,1632,234584.84375104538
172,1633,170718.27679394715
173,1634,181245.45654828017
174,1635,175885.17963859878
175,1636,147351.62327599194
176,1637,175705.44164177304
177,1638,208536.15827258368
178,1639,176687.52423506798
179,1640,244449.41020648213
180,1641,209472.48013206842
181,1642,223691.395162558
182,1643,227457.75755496573
183,1644,216984.53946989487
184,1645,185259.95969393582
185,1646,151891.1379874147
186,1647,164395.67298651757
187,1648,122091.62058947167
188,1649,127021.79393674423
189,1650,117383.57745457825
190,1651,119433.30825052617
191,1652,102598.03335466248
192,1653,96409.77823154765
193,1654,158126.1237492117
194,1655,154515.27181757306
195,1656,152291.0441959415
196,1657,158126.1237492117
197,1658,152658.20827228393
198,1659,140679.77308930035
199,1660,145375.0357552341
200,1661,396966.389095627
201,1662,443346.44234602456
202,1663,383390.1491424185
203,1664,318748.8301075766
204,1665,271475.5753357991
205,1666,338861.80420676206
206,1667,384613.428949262
207,1668,302759.0127252181
208,1669,279586.16448172316
209,1670,306782.36762952985
210,1671,279532.44383719336
211,1672,296156.5264768594
212,1673,273919.3354749482
213,1674,224499.2136474271
214,1675,178281.55689042938
215,1676,178361.862759586
216,1677,193846.7716214878
217,1678,305861.74233885214
218,1679,380069.2405035845
219,1680,340618.11313575425
220,1681,243024.9868502474
221,1682,289140.78407220327
222,1683,172653.26266094865
223,1684,175365.1668556544
224,1685,170604.36269061244
225,1686,171692.76942430984
226,1687,171317.83775250308
227,1688,179951.83087043074
228,1689,183657.62120620345
229,1690,206465.70055874545
230,1691,171251.00052114425
231,1692,248813.89544279096
232,1693,173463.0295973083
233,1694,188349.85009763855
234,1695,172734.66725976762
235,1696,288376.01035269996
236,1697,172734.66725976762
237,1698,355635.3608957524
238,1699,280095.4750025418
239,1700,255948.39693752088
240,1701,269851.5221126498
241,1702,229798.06176507016
242,1703,230595.52394498157
243,1704,286268.36282155704
244,1705,223176.6324446039
245,1706,313853.69489901117
246,1707,195815.5161626038
247,1708,193923.984588391
248,1709,256668.18667973808
249,1710,218940.44769106773
250,1711,241188.7279961678
251,1712,250269.425851264
252,1713,255802.58270820067
253,1714,212090.96087762003
254,1715,183752.01631783726
255,1716,178789.83580674563
256,1717,172362.76412137304
