Id,SalePrice
1461,117822.02435575046
1462,148557.32727398188
1463,182610.6578747161
1464,185517.33131637142
1465,194119.05498963784
1466,175686.33570125327
1467,159466.00569010316
1468,167710.6472823441
1469,187308.18121906836
1470,121107.12231553845
1471,196494.45144179536
1472,102958.45551014092
1473,103870.48557427769
1474,152079.35514209705
1475,125249.70785097074
1476,372769.07271305384
1477,217151.20850591038
1478,260684.35245787457
1479,241378.8746738577
1480,455630.0923365209
1481,289594.29706075665
1482,211607.09517821908
1483,156897.9396988192
1484,172888.03193442948
1485,170760.75701507597
1486,190151.55628227376
1487,291494.29182203184
1488,224703.9217759123
1489,184080.90964318567
1490,218681.0751690759
1491,180401.52901735966
1492,107270.01721856007
1493,179492.98434199934
1494,274711.3977899321
1495,318546.7351905405
1496,215633.3380237632
1497,167709.79351235196
1498,160879.54512254344
1499,153415.35713356966
1500,141131.12958686732
1501,162509.63087851118
1502,154186.52400942068
1503,265045.930196189
1504,221370.4057384812
1505,215372.6271987577
1506,180386.29310878858
1507,257793.42288387823
1508,203025.58613861154
1509,168301.2321752209
1510,148189.54451322978
1511,138353.7361395014
1512,153346.5259297699
1513,158714.0092207049
1514,175713.15812398726
1515,212016.46745060186
1516,170286.23524389218
1517,150382.9429670004
1518,131406.99244259467
1519,227044.28909849608
1520,130996.63781516343
1521,131321.2622929574
1522,178600.6777078672
1523,103232.86665917338
1524,122376.31966857667
1525,129033.723864523
1526,114122.01739295592
1527,103057.53162762501
1528,131527.10110539972
1529,137051.72145246904
1530,176342.71264646537
1531,132065.14602336747
1532,111336.63739412313
1533,149614.3146570908
1534,115644.74346891079
1535,159169.40877893416
1536,116931.08130995925
1537,91509.60499036651
1538,170079.9722492024
1539,208087.5259012254
1540,83606.68074884865
1541,148828.50565331537
1542,152535.78969637246
1543,201800.86248967398
1544,94162.52131389227
1545,106149.18390108107
1546,140680.63165041656
1547,141991.95830932376
1548,134678.66472993072
1549,112429.40717741623
1550,156549.62686844275
1551,121104.0572197684
1552,136440.5068437206
1553,118974.48074440398
1554,107501.43477693012
1555,170493.2587678068
1556,96181.68588403323
1557,104058.7343022548
1558,89838.80940216055
1559,108764.00206849634
1560,141607.65118121312
1561,149597.7567494098
1562,121639.87816021919
1563,116287.68688661438
1564,158014.1910135119
1565,148366.17040026974
1566,213547.031087896
1567,89040.67814738097
1568,245908.74728026128
1569,139927.15251113157
1570,118646.7087935644
1571,132937.5896095185
1572,133816.4704413234
1573,249212.84757617136
1574,135304.79875426673
1575,237507.78465925006
1576,219459.44014998493
1577,178967.49120817348
1578,131901.4802087008
1579,149993.17223800786
1580,200395.78735112303
1581,124760.84875580123
1582,126374.75416025899
1583,277533.62529001635
1584,224885.1787341153
1585,142617.40463394995
1586,71589.38371964046
1587,103639.2108998577
1588,140012.15292665552
1589,98295.66653656802
1590,140071.1044711233
1591,93844.88189769855
1592,133016.81636522902
1593,130418.32538389826
1594,128408.88836952747
1595,124299.51041575683
1596,226654.50167754918
1597,163668.11464972998
1598,181074.41999331673
1599,211972.86952289846
1600,190620.17658668233
1601,73790.84776553724
1602,111014.67484652341
1603,84622.30478441405
1604,286351.6936665298
1605,245771.38110072873
1606,152514.93638706143
1607,162211.9634587894
1608,187188.10389454255
1609,175145.64792843917
1610,155306.5754095118
1611,135105.70114438815
1612,158841.4670218511
1613,155005.8096329125
1614,135031.53766634717
1615,82579.08596294868
1616,77863.02461690508
1617,95500.62547861124
1618,119551.69572228983
1619,123875.83185857943
1620,151310.14234685435
1621,138985.41249110768
1622,138435.29632902844
1623,285825.3462077198
1624,226303.9039032168
1625,116830.8712818854
1626,176068.47177924783
1627,191228.67205978654
1628,328407.56868953217
1629,188959.018652035
1630,308002.4385916058
1631,214382.05923834236
1632,234584.84375104538
1633,170718.27679394715
1634,181245.45654828014
1635,175885.17963859875
1636,147351.6232759919
1637,175705.44164177304
1638,208536.15827258368
1639,176687.52423506792
1640,244449.4102064821
1641,209472.48013206842
1642,223691.39516255804
1643,227457.75755496573
1644,216984.53946989487
1645,185259.95969393582
1646,151891.13798741467
1647,164395.6729865176
1648,122091.62058947163
1649,127021.79393674422
1650,117383.57745457823
1651,119433.30825052611
1652,102598.03335466252
1653,96409.77823154767
1654,158126.12374921166
1655,154515.27181757303
1656,152291.04419594147
1657,158126.12374921166
1658,152658.2082722839
1659,140679.77308930046
1660,145375.03575523407
1661,398023.9079560853
1662,443346.4423460245
1663,383390.1491424184
1664,358042.1976000539
1665,271475.575335799
1666,321030.52870120446
1667,384613.42894926196
1668,302759.01272521797
1669,279586.16448172316
1670,306782.36762952973
1671,262075.72881393463
1672,310141.3633928513
1673,273919.3354749481
1674,224499.21364742712
1675,178281.55689042938
1676,178361.862759586
1677,193846.77162148777
1678,313112.7629502575
1679,379694.68002128566
1680,340618.1131357542
1681,243024.98685024734
1682,289140.7840722032
1683,172653.26266094865
1684,175365.1668556544
1685,170604.36269061244
1686,171692.76942430987
1687,171317.8377525031
1688,179951.83087043074
1689,183657.62120620348
1690,206465.70055874545
1691,171251.00052114425
1692,248813.89544279093
1693,173463.02959730834
1694,188349.85009763853
1695,172734.66725976762
1696,288376.0103526999
1697,172734.66725976762
1698,355635.3608957523
1699,280095.4750025418
1700,255948.39693752088
1701,269851.5221126498
1702,229798.06176507016
1703,230595.52394498154
1704,286268.362821557
1705,223176.63244460392
1706,337503.91167321685
1707,195815.5161626038
1708,193923.984588391
1709,256668.1866797381
1710,218940.44769106773
1711,241188.7279961678
1712,250269.42585126398
1713,255802.5827082007
1714,212090.96087762003
1715,183752.01631783726
1716,178789.83580674563
1717,172362.76412137304
1718,129969.16198401757
1719,207080.0936191239
1720,219865.04718596622
1721,170990.30113768438
1722,122805.12363019637
1723,153886.7800471706
1724,196875.932500519
1725,240523.61847589997
1726,167640.67880148056
1727,143562.33754308388
1728,176209.60768903873
1729,145556.39075578575
1730,169664.5836258346
1731,116969.82541501819
1732,132397.84616721008
1733,117863.72695347134
1734,125275.87102334951
1735,123898.25543525431
1736,109210.518326843
1737,270163.26733342616
1738,205876.5436388666
1739,261333.41814450294
1740,202813.04988571667
1741,187116.17812505207
1742,165626.57061799875
1743,168370.8391689991
1744,287720.185522138
1745,179051.40822665507
1746,257742.9884387862
1747,218395.12647732042
1748,222915.23734469397
1749,155091.4699932878
1750,134509.70158244783
1751,226361.60352868418
1752,114140.18209251111
1753,144223.92786641378
1754,233489.31650044955
1755,161447.87043699605
1756,124607.73594466722
1757,116287.68688661438
1758,149759.38961109662
1759,180821.64884895048
1760,151973.4568299181
1761,142190.5842571719
1762,175984.39282671662
1763,178258.98953260176
1764,117357.79322301314
1765,191877.83528415652
1766,172226.49503726835
1767,213454.0743180207
1768,135806.99779780107
1769,167646.6487974296
1770,134541.22169108345
1771,135307.15256572812
1772,140591.73184428693
1773,125453.39311627208
1774,145583.1624637506
1775,135310.02926215716
1776,130001.44558632858
1777,104307.1167857749
1778,122588.37288714886
1779,103790.91309501755
1780,197489.8237571465
1781,125535.85430356489
1782,92594.9058279505
1783,117993.57050894984
1784,82586.86317001162
1785,101972.07168917914
1786,141759.11013058765
1787,150322.16287696967
1788,51965.1394281474
1789,104067.34045714633
1790,72864.91670169633
1791,178993.20183734567
1792,141801.59677222752
1793,148075.2746767034
1794,142320.90281427713
1795,136984.93841469657
1796,136101.86322213427
1797,134976.55053161463
1798,114691.7689359235
1799,108773.13878951673
1800,129070.53641539662
1801,118494.07103621485
1802,153397.0971015499
1803,161521.3297053806
1804,125860.67532099121
1805,138107.740378724
1806,118268.91992842252
1807,142476.88307042606
1808,117928.9082816231
1809,103801.82375775477
1810,159192.98549753963
1811,98168.52551576759
1812,98344.94151163124
1813,121183.2695644218
1814,88224.58180726905
1815,52430.79511334935
1816,86449.6185551225
1817,106181.740398168
1818,129068.21491178419
